"yearID","teamID","name","R","RA","W","L","WinPct"
2019,"TEX","Texas Rangers",810,878,78,84,0.481481481481481
2019,"TOR","Toronto Blue Jays",726,828,67,95,0.41358024691358
2019,"WAS","Washington Nationals",873,724,93,69,0.574074074074074
2020,"ARI","Arizona Diamondbacks",269,295,25,35,0.416666666666667
2020,"ATL","Atlanta Braves",348,288,35,25,0.583333333333333
2020,"BAL","Baltimore Orioles",274,294,25,35,0.416666666666667
2020,"BOS","Boston Red Sox",292,351,24,36,0.4
2020,"CHA","Chicago White Sox",306,246,35,25,0.583333333333333
2020,"CHN","Chicago Cubs",265,240,34,26,0.566666666666667
2020,"CIN","Cincinnati Reds",243,243,31,29,0.516666666666667
2020,"CLE","Cleveland Indians",248,209,35,25,0.583333333333333
2020,"COL","Colorado Rockies",275,353,26,34,0.433333333333333
2020,"DET","Detroit Tigers",249,318,23,35,0.396551724137931
2020,"HOU","Houston Astros",279,275,29,31,0.483333333333333
2020,"KCA","Kansas City Royals",248,272,26,34,0.433333333333333
2020,"LAA","Los Angeles Angels of Anaheim",294,321,26,34,0.433333333333333
2020,"LAN","Los Angeles Dodgers",349,213,43,17,0.716666666666667
2020,"MIA","Miami Marlins",263,304,31,29,0.516666666666667
2020,"MIL","Milwaukee Brewers",247,264,29,31,0.483333333333333
2020,"MIN","Minnesota Twins",269,215,36,24,0.6
2020,"NYA","New York Yankees",315,270,33,27,0.55
2020,"NYN","New York Mets",286,308,26,34,0.433333333333333
2020,"OAK","Oakland Athletics",274,232,36,24,0.6
2020,"PHI","Philadelphia Phillies",306,311,28,32,0.466666666666667
2020,"PIT","Pittsburgh Pirates",219,298,19,41,0.316666666666667
2020,"SDN","San Diego Padres",325,241,37,23,0.616666666666667
2020,"SEA","Seattle Mariners",254,303,27,33,0.45
2020,"SFN","San Francisco Giants",299,297,29,31,0.483333333333333
2020,"SLN","St. Louis Cardinals",240,229,30,28,0.517241379310345
2020,"TBA","Tampa Bay Rays",289,229,40,20,0.666666666666667
2020,"TEX","Texas Rangers",224,312,22,38,0.366666666666667
2020,"TOR","Toronto Blue Jays",302,312,32,28,0.533333333333333
2020,"WAS","Washington Nationals",293,301,26,34,0.433333333333333
2021,"ARI","Arizona Diamondbacks",679,893,52,110,0.320987654320988
2021,"ATL","Atlanta Braves",790,656,88,73,0.546583850931677
2021,"BAL","Baltimore Orioles",659,956,52,110,0.320987654320988
2021,"BOS","Boston Red Sox",829,749,92,70,0.567901234567901
2021,"CHA","Chicago White Sox",796,636,93,69,0.574074074074074
2021,"CHN","Chicago Cubs",705,839,71,91,0.438271604938272
2021,"CIN","Cincinnati Reds",786,760,83,79,0.512345679012346
2021,"CLE","Cleveland Indians",717,727,80,82,0.493827160493827
2021,"COL","Colorado Rockies",739,796,74,87,0.459627329192547
2021,"DET","Detroit Tigers",697,756,77,85,0.475308641975309
2021,"HOU","Houston Astros",863,658,95,67,0.58641975308642
2021,"KCA","Kansas City Royals",686,788,74,88,0.45679012345679
2021,"LAA","Los Angeles Angels of Anaheim",723,804,77,85,0.475308641975309
2021,"LAN","Los Angeles Dodgers",830,561,106,56,0.654320987654321
2021,"MIA","Miami Marlins",623,701,67,95,0.41358024691358
2021,"MIL","Milwaukee Brewers",738,623,95,67,0.58641975308642
2021,"MIN","Minnesota Twins",729,834,73,89,0.450617283950617
2021,"NYA","New York Yankees",711,669,92,70,0.567901234567901
2021,"NYN","New York Mets",636,668,77,85,0.475308641975309
2021,"OAK","Oakland Athletics",743,687,86,76,0.530864197530864
2021,"PHI","Philadelphia Phillies",734,745,82,80,0.506172839506173
2021,"PIT","Pittsburgh Pirates",609,833,61,101,0.376543209876543
2021,"SDN","San Diego Padres",729,708,79,83,0.487654320987654
2021,"SEA","Seattle Mariners",697,748,90,72,0.555555555555556
2021,"SFN","San Francisco Giants",804,594,107,55,0.660493827160494
2021,"SLN","St. Louis Cardinals",706,672,90,72,0.555555555555556
2021,"TBA","Tampa Bay Rays",857,651,100,62,0.617283950617284
2021,"TEX","Texas Rangers",625,815,60,102,0.37037037037037
2021,"TOR","Toronto Blue Jays",846,663,91,71,0.561728395061728
2021,"WAS","Washington Nationals",724,820,65,97,0.401234567901235
2022,"ARI","Arizona Diamondbacks",702,740,74,88,0.45679012345679
2022,"ATL","Atlanta Braves",789,609,101,61,0.623456790123457
2022,"BAL","Baltimore Orioles",674,688,83,79,0.512345679012346
2022,"BOS","Boston Red Sox",735,787,78,84,0.481481481481481
2022,"CHA","Chicago White Sox",686,717,81,81,0.5
2022,"CHN","Chicago Cubs",657,731,74,88,0.45679012345679
2022,"CIN","Cincinnati Reds",648,815,62,100,0.382716049382716
2022,"CLE","Cleveland Guardians",698,634,92,70,0.567901234567901
2022,"COL","Colorado Rockies",698,873,68,94,0.419753086419753
2022,"DET","Detroit Tigers",557,713,66,96,0.407407407407407
2022,"HOU","Houston Astros",737,518,106,56,0.654320987654321
2022,"KCA","Kansas City Royals",640,810,65,97,0.401234567901235
2022,"LAA","Los Angeles Angels of Anaheim",623,668,73,89,0.450617283950617
2022,"LAN","Los Angeles Dodgers",847,513,111,51,0.685185185185185
2022,"MIA","Miami Marlins",586,676,69,93,0.425925925925926
2022,"MIL","Milwaukee Brewers",725,688,86,76,0.530864197530864
2022,"MIN","Minnesota Twins",696,684,78,84,0.481481481481481
2022,"NYA","New York Yankees",807,567,99,63,0.611111111111111
2022,"NYN","New York Mets",772,606,101,61,0.623456790123457
2022,"OAK","Oakland Athletics",568,770,60,102,0.37037037037037
2022,"PHI","Philadelphia Phillies",747,685,87,75,0.537037037037037
2022,"PIT","Pittsburgh Pirates",591,817,62,100,0.382716049382716
2022,"SDN","San Diego Padres",705,660,89,73,0.549382716049383
2022,"SEA","Seattle Mariners",690,623,90,72,0.555555555555556
2022,"SFN","San Francisco Giants",716,697,81,81,0.5
2022,"SLN","St. Louis Cardinals",772,637,93,69,0.574074074074074
2022,"TBA","Tampa Bay Rays",666,614,86,76,0.530864197530864
2022,"TEX","Texas Rangers",707,743,68,94,0.419753086419753
2022,"TOR","Toronto Blue Jays",775,679,92,70,0.567901234567901
2022,"WAS","Washington Nationals",603,855,55,107,0.339506172839506
2023,"ARI","Arizona Diamondbacks",746,761,84,78,0.518518518518518
2023,"ATL","Atlanta Braves",947,716,104,58,0.641975308641975
2023,"BAL","Baltimore Orioles",807,678,101,61,0.623456790123457
2023,"BOS","Boston Red Sox",772,776,78,84,0.481481481481481
2023,"CHA","Chicago White Sox",641,841,61,101,0.376543209876543
2023,"CHN","Chicago Cubs",819,723,83,79,0.512345679012346
2023,"CIN","Cincinnati Reds",783,821,82,80,0.506172839506173
2023,"CLE","Cleveland Guardians",662,697,76,86,0.469135802469136
2023,"COL","Colorado Rockies",721,957,59,103,0.364197530864198
2023,"DET","Detroit Tigers",661,740,78,84,0.481481481481481
2023,"HOU","Houston Astros",827,698,90,72,0.555555555555556
2023,"KCA","Kansas City Royals",676,859,56,106,0.345679012345679
2023,"LAA","Los Angeles Angels of Anaheim",739,829,73,89,0.450617283950617
2023,"LAN","Los Angeles Dodgers",906,699,100,62,0.617283950617284
2023,"MIA","Miami Marlins",666,723,84,78,0.518518518518518
2023,"MIL","Milwaukee Brewers",728,647,92,70,0.567901234567901
2023,"MIN","Minnesota Twins",778,659,87,75,0.537037037037037
2023,"NYA","New York Yankees",673,698,82,80,0.506172839506173
2023,"NYN","New York Mets",717,729,75,87,0.462962962962963
2023,"OAK","Oakland Athletics",585,924,50,112,0.308641975308642
2023,"PHI","Philadelphia Phillies",796,715,90,72,0.555555555555556
2023,"PIT","Pittsburgh Pirates",692,790,76,86,0.469135802469136
2023,"SDN","San Diego Padres",752,648,82,80,0.506172839506173
2023,"SEA","Seattle Mariners",758,659,88,74,0.54320987654321
2023,"SFN","San Francisco Giants",674,719,79,83,0.487654320987654
2023,"SLN","St. Louis Cardinals",719,829,71,91,0.438271604938272
2023,"TBA","Tampa Bay Rays",860,665,99,63,0.611111111111111
2023,"TEX","Texas Rangers",881,716,90,72,0.555555555555556
2023,"TOR","Toronto Blue Jays",746,671,89,73,0.549382716049383
2023,"WAS","Washington Nationals",700,845,71,91,0.438271604938272
2024,"ARI","Arizona Diamondbacks",886,788,89,73,0.549382716049383
2024,"ATL","Atlanta Braves",704,607,89,73,0.549382716049383
2024,"BAL","Baltimore Orioles",786,699,91,71,0.561728395061728
2024,"BOS","Boston Red Sox",751,747,81,81,0.5
2024,"CHA","Chicago White Sox",507,813,41,121,0.253086419753086
2024,"CHN","Chicago Cubs",736,669,83,79,0.512345679012346
2024,"CIN","Cincinnati Reds",699,694,77,85,0.475308641975309
2024,"CLE","Cleveland Guardians",708,621,92,69,0.571428571428571
2024,"COL","Colorado Rockies",682,929,61,101,0.376543209876543
2024,"DET","Detroit Tigers",682,642,86,76,0.530864197530864
2024,"HOU","Houston Astros",740,649,88,73,0.546583850931677
2024,"KCA","Kansas City Royals",735,644,86,76,0.530864197530864
2024,"LAA","Los Angeles Angels of Anaheim",635,797,63,99,0.388888888888889
2024,"LAN","Los Angeles Dodgers",842,686,98,64,0.604938271604938
2024,"MIA","Miami Marlins",637,841,62,100,0.382716049382716
2024,"MIL","Milwaukee Brewers",777,641,93,69,0.574074074074074
2024,"MIN","Minnesota Twins",742,735,82,80,0.506172839506173
2024,"NYA","New York Yankees",815,668,94,68,0.580246913580247
2024,"NYN","New York Mets",768,697,89,73,0.549382716049383
2024,"OAK","Oakland Athletics",643,764,69,93,0.425925925925926
2024,"PHI","Philadelphia Phillies",784,671,95,67,0.58641975308642
2024,"PIT","Pittsburgh Pirates",665,739,76,86,0.469135802469136
2024,"SDN","San Diego Padres",760,669,93,69,0.574074074074074
2024,"SEA","Seattle Mariners",676,607,85,77,0.524691358024691
2024,"SFN","San Francisco Giants",693,699,80,82,0.493827160493827
2024,"SLN","St. Louis Cardinals",672,719,83,79,0.512345679012346
2024,"TBA","Tampa Bay Rays",604,663,80,82,0.493827160493827
2024,"TEX","Texas Rangers",683,738,78,84,0.481481481481481
2024,"TOR","Toronto Blue Jays",671,743,74,88,0.45679012345679
2024,"WAS","Washington Nationals",660,764,71,91,0.438271604938272
2025,"ARI","Arizona Diamondbacks",791,785,80,82,0.493827160493827
2025,"ATH","Athletics",733,817,76,86,0.469135802469136
2025,"ATL","Atlanta Braves",724,734,76,86,0.469135802469136
2025,"BAL","Baltimore Orioles",677,788,75,87,0.462962962962963
2025,"BOS","Boston Red Sox",786,676,89,73,0.549382716049383
2025,"CHA","Chicago White Sox",647,742,60,102,0.37037037037037
2025,"CHN","Chicago Cubs",793,649,92,70,0.567901234567901
2025,"CIN","Cincinnati Reds",716,681,83,79,0.512345679012346
2025,"CLE","Cleveland Guardians",643,649,88,74,0.54320987654321
2025,"COL","Colorado Rockies",597,1021,43,119,0.265432098765432
2025,"DET","Detroit Tigers",758,691,87,75,0.537037037037037
2025,"HOU","Houston Astros",686,665,87,75,0.537037037037037
2025,"KCA","Kansas City Royals",651,637,82,80,0.506172839506173
2025,"LAA","Los Angeles Angels of Anaheim",673,837,72,90,0.444444444444444
2025,"LAN","Los Angeles Dodgers",825,683,93,69,0.574074074074074
2025,"MIA","Miami Marlins",709,798,79,83,0.487654320987654
2025,"MIL","Milwaukee Brewers",806,634,97,65,0.598765432098765
2025,"MIN","Minnesota Twins",678,773,70,92,0.432098765432099
2025,"NYA","New York Yankees",849,685,94,68,0.580246913580247
2025,"NYN","New York Mets",766,715,83,79,0.512345679012346
2025,"PHI","Philadelphia Phillies",778,648,96,66,0.592592592592593
2025,"PIT","Pittsburgh Pirates",583,645,71,91,0.438271604938272
2025,"SDN","San Diego Padres",702,621,90,72,0.555555555555556
2025,"SEA","Seattle Mariners",766,694,90,72,0.555555555555556
2025,"SFN","San Francisco Giants",705,684,81,81,0.5
2025,"SLN","St. Louis Cardinals",689,754,78,84,0.481481481481481
2025,"TBA","Tampa Bay Rays",714,683,77,85,0.475308641975309
2025,"TEX","Texas Rangers",684,605,81,81,0.5
2025,"TOR","Toronto Blue Jays",798,721,94,68,0.580246913580247
2025,"WAS","Washington Nationals",687,899,66,96,0.407407407407407
